FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C,Health Category
167785,"Mango nectar, canned",Fruits and Fruit Juices,51.0,0.11,13.12,0.06,0.0 mg,0.3,86.63 g,0.0 g,15.2 mg,Indulgent
175193,"Beans, kidney, all types, mature seeds, raw",Legumes and Legume Products,333.0,23.58,60.01,0.83,0.0 mg,24.9,11.75 g,0.0 g,4.5 mg,Indulgent
168218,"Pork, fresh, composite of separable fat, with added solution, cooked",Pork Products,585.0,10.06,0.32,60.42,81.0 mg,0.0,28.28 g,0.0 g,0.0 mg,Indulgent
170541,"Sweet potato, cooked, boiled, without skin, with salt",Vegetables and Vegetable Products,76.0,1.37,17.72,0.14,0.0 mg,2.5,80.13 g,0.0 g,12.8 mg,Nourishing
172896,"Soup, pea, green, canned, prepared with equal volume milk","Soups, Sauces, and Gravies",94.0,4.97,12.69,2.77,7.0 mg,1.1,77.93 g,0.0 g,1.1 mg,Balanced
174603,"Salami, Italian, pork",Sausages and Luncheon Meats,425.0,21.7,1.2,37.0,80.0 mg,0.0,34.6 g,0.0 g,0.0 mg,Indulgent
171280,"Milk, indian buffalo, fluid",Dairy and Egg Products,97.0,3.75,5.18,6.89,19.0 mg,0.0,83.39 g,,2.3 mg,Balanced
168527,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,131.0,8.49,23.5,0.66,0.0 mg,6.4,66.1 g,,2.6 mg,Balanced
170101,"Onions, frozen, chopped, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,26.0,0.77,6.0,0.1,0.0 mg,1.7,92.24 g,0.0 g,2.6 mg,Balanced
172305,"Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, low iron, ready to feed, with ARA and DHA",Baby Foods,64.0,1.38,7.18,3.5,1.0 mg,0.0,88.35 g,0.0 g,7.9 mg,Indulgent
173514,"Babyfood, dinner, mixed vegetable, strained",Baby Foods,41.0,1.2,9.5,0.1,,,88.7 g,,2.8 mg,Balanced
174724,"Beef, New Zealand, imported, hind shin, separable lean only, cooked, braised",Beef Products,167.0,31.23,0.0,4.64,89.0 mg,0.0,64.4 g,0.0 g,0.0 mg,Balanced
174592,"Bacon, turkey, unprepared",Sausages and Luncheon Meats,226.0,15.94,1.89,16.93,86.0 mg,,61.83 g,0.0 g,,Indulgent
170479,"Beets, harvard, canned, solids and liquids",Vegetables and Vegetable Products,73.0,0.84,18.18,0.06,0.0 mg,2.5,80.16 g,,2.4 mg,Nourishing
173264,"Pasta, gluten-free, rice flour and rice bran extract, cooked, DE BOLES",Cereal Grains and Pasta,200.0,4.21,40.75,1.7,0.0 mg,1.9,52.8 g,0.0 g,0.0 mg,Indulgent
172862,"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, braised",Poultry Products,215.0,20.7,0.21,14.62,125.0 mg,0.0,63.97 g,0.0 g,0.0 mg,Balanced
172256,"Babyfood, dinner, vegetables and dumplings and beef, strained",Baby Foods,48.0,2.0,7.7,0.9,,,88.9 g,,0.8 mg,Balanced
172255,"Babyfood, tropical fruit medley",Baby Foods,46.0,0.31,12.22,0.14,0.0 mg,1.3,87.14 g,0.0 g,15.9 mg,Indulgent
171049,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour",Poultry Products,272.0,28.57,3.27,15.27,112.0 mg,,51.88 g,,0.5 mg,Indulgent
170745,"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat and skin with breading",Fast Foods,239.0,22.3,5.39,14.22,117.0 mg,,55.6 g,,,Balanced
168202,"Apples, raw, golden delicious, with skin",Fruits and Fruit Juices,57.0,0.28,13.6,0.15,,2.4,85.81 g,,,Balanced
170630,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Beef Products,223.0,33.08,0.0,9.03,95.0 mg,0.0,57.36 g,0.0 g,0.0 mg,Balanced
173487,"Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic",Baby Foods,64.0,1.1,14.82,0.0,2.0 mg,1.2,83.83 g,0.0 g,2732.0 mg,Indulgent
169685,"Popcorn, sugar syrup/caramel, fat-free",Snacks,381.0,2.0,90.06,1.4,0.0 mg,2.5,6.0 g,0.0 g,0.0 mg,Indulgent
171306,Ice cream sundae cone,Dairy and Egg Products,254.0,3.0,28.89,14.0,15.0 mg,1.0,53.31 g,0.0 g,0.0 mg,Balanced
170693,"Fast foods, hamburger; single, regular patty; plain",Fast Foods,297.0,16.52,31.5,12.01,33.0 mg,1.7,38.45 g,0.0 g,0.0 mg,Balanced
172681,"Bread, raisin, enriched, toasted",Baked Products,297.0,8.6,56.9,4.8,0.0 mg,4.7,27.8 g,0.0 g,0.4 mg,Indulgent
174385,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, cooked","Lamb, Veal, and Game Products",270.0,25.26,0.0,17.98,106.0 mg,0.0,54.8 g,,0.0 mg,Indulgent
174491,"Chicken, liver, all classes, cooked, pan-fried",Poultry Products,172.0,25.78,1.11,6.43,564.0 mg,0.0,65.22 g,0.0 g,2.7 mg,Balanced
170862,"Milk, filled, fluid, with lauric acid oil",Dairy and Egg Products,63.0,3.33,4.74,3.4,2.0 mg,0.0,87.73 g,0.0 g,0.9 mg,Balanced
169711,"Rice, white, glutinous, unenriched, cooked",Cereal Grains and Pasta,97.0,2.02,21.09,0.19,0.0 mg,1.0,76.63 g,0.0 g,0.0 mg,Balanced
169886,"Chicken, meatless",Legumes and Legume Products,224.0,23.64,3.64,12.73,0.0 mg,3.6,58.84 g,0.0 g,0.0 mg,Balanced
171047,"Chicken, broilers or fryers, meat and skin and giblets and neck, raw",Poultry Products,213.0,18.33,0.13,14.83,90.0 mg,0.0,66.34 g,0.0 g,2.6 mg,Balanced
170202,"Beef, cured, luncheon meat, jellied",Sausages and Luncheon Meats,111.0,19.0,0.0,3.3,34.0 mg,0.0,74.6 g,,0.0 mg,Nourishing
168796,"Flan, caramel custard, dry mix, prepared with whole milk",Sweets,113.0,2.95,18.68,3.0,12.0 mg,0.0,74.63 g,0.0 g,0.7 mg,Balanced
170095,"Radish seeds, sprouted, raw",Vegetables and Vegetable Products,43.0,3.81,3.6,2.53,0.0 mg,,90.07 g,,28.9 mg,Balanced
169693,"Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium",Sweets,345.0,55.3,33.3,0.0,0.0 mg,0.0,6.7 g,,0.0 mg,Balanced
170993,"Toddler formula, MEAD JOHNSON, ENFAGROW PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), ready-to-feed",Baby Foods,64.0,1.78,7.18,3.63,1.0 mg,0.0,87.5 g,0.0 g,8.2 mg,Indulgent
174898,"Lamb, Australian, imported, fresh, rib chop, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, grilled","Lamb, Veal, and Game Products",276.0,30.9,0.0,16.96,101.0 mg,0.0,51.74 g,0.0 g,0.0 mg,Indulgent
171895,"Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled",Beverages,56.0,0.29,13.68,0.0,0.0 mg,0.6,86.0 g,,29.6 mg,Indulgent
171583,"Soup, vegetable broth, ready to serve","Soups, Sauces, and Gravies",5.0,0.24,0.93,0.07,0.0 mg,0.0,98.05 g,0.0 g,0.4 mg,Indulgent
174840,"Alcoholic Beverage, wine, table, red, Carignane",Beverages,74.0,0.07,2.4,0.0,,,87.88 g,9.3 g,,Balanced
174930,"Bread, stuffing, dry mix",Baked Products,386.0,11.0,76.2,3.4,1.0 mg,3.2,4.2 g,0.0 g,0.0 mg,Indulgent
174119,"Beverages, coffee, ready to drink, iced, mocha, milk based",Beverages,60.0,1.48,11.42,0.98,0.0 mg,0.0,85.68 g,0.0 g,0.0 mg,Indulgent
174913,"Bread, Italian",Baked Products,259.0,9.49,48.11,2.73,0.0 mg,2.1,37.54 g,0.0 g,0.0 mg,Indulgent
168783,"Puddings, rice, dry mix",Sweets,376.0,2.7,91.2,0.1,0.0 mg,0.7,4.8 g,,0.0 mg,Indulgent
171761,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,116.0,23.41,0.0,2.52,62.0 mg,0.0,73.81 g,0.0 g,0.0 mg,Nourishing
173678,"Fish, perch, mixed species, raw",Finfish and Shellfish Products,91.0,19.39,0.0,0.92,90.0 mg,0.0,79.13 g,0.0 g,1.7 mg,Nourishing
168975,"Babyfood, rice cereal, dry, EARTHS BEST ORGANIC WHOLE GRAIN, fortified only with iron",Baby Foods,386.0,7.5,78.06,4.9,0.0 mg,0.5,8.61 g,0.0 g,2.4 mg,Indulgent
174013,"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked",Beef Products,203.0,28.73,0.0,9.16,82.0 mg,0.0,61.51 g,0.0 g,0.0 mg,Balanced
172610,"Lamb, New Zealand, imported, breast, separable lean only, cooked, braised","Lamb, Veal, and Game Products",270.0,28.16,0.0,17.53,102.0 mg,0.0,54.77 g,0.0 g,0.0 mg,Indulgent
170207,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, cooked",Beef Products,203.0,28.61,0.0,9.18,85.0 mg,0.0,61.79 g,0.0 g,0.0 mg,Balanced
171369,"Babyfood, cookies, arrowroot",Baby Foods,424.0,7.6,75.4,10.0,0.0 mg,0.2,5.6 g,,5.5 mg,Indulgent
168303,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",Pork Products,211.0,27.95,0.0,10.14,71.0 mg,0.0,62.25 g,0.0 g,0.3 mg,Balanced
173286,"PAPA JOHN'S 14"" The Works Pizza, Original Crust",Fast Foods,240.0,10.27,26.69,10.21,21.0 mg,2.5,50.57 g,,0.0 mg,Balanced
169836,"Restaurant, family style, french fries",Restaurant Foods,289.0,3.49,37.2,14.04,1.0 mg,3.9,43.19 g,,1.1 mg,Indulgent
170521,"Potatoes, microwaved, cooked, in skin, flesh and skin, with salt",Vegetables and Vegetable Products,105.0,2.44,24.24,0.1,0.0 mg,2.3,72.04 g,,15.1 mg,Balanced
168762,"Candies, NESTLE, CRUNCH Bar and Dessert Topping",Sweets,500.0,5.0,67.0,26.0,13.0 mg,1.9,0.65 g,,0.5 mg,Indulgent
174452,"Lamb, New Zealand, imported, loin, boneless, separable lean only, raw","Lamb, Veal, and Game Products",120.0,21.5,0.0,3.77,66.0 mg,0.0,74.54 g,0.0 g,0.0 mg,Nourishing
173564,"Fat, chicken",Fats and Oils,900.0,0.0,0.0,99.8,85.0 mg,0.0,0.2 g,0.0 g,0.0 mg,Indulgent
171854,"Crackers, toast thins, low sodium",Baked Products,442.0,6.45,67.66,16.13,0.0 mg,9.7,8.12 g,0.0 g,0.0 mg,Indulgent
169185,"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, cooked, roasted",Pork Products,121.0,21.5,0.31,3.7,57.0 mg,0.0,72.64 g,0.0 g,0.0 mg,Nourishing
172412,"Goose, domesticated, meat and skin, cooked, roasted",Poultry Products,305.0,25.16,0.0,21.92,91.0 mg,0.0,51.95 g,0.0 g,0.0 mg,Indulgent
167703,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",Dairy and Egg Products,74.0,12.4,3.2,1.0,4.0 mg,0.6,82.5 g,0.0 g,0.0 mg,Nourishing
174141,"Alcoholic beverage, malt beer, hard lemonade",Beverages,68.0,0.0,10.07,0.0,0.0 mg,0.0,85.74 g,4.0 g,2.8 mg,Indulgent
170319,"McDONALD'S, FILET-O-FISH",Fast Foods,282.0,11.26,26.39,14.64,32.0 mg,1.4,45.76 g,,0.3 mg,Balanced
173992,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Beef Products,157.0,30.97,0.0,3.72,78.0 mg,0.0,65.14 g,0.0 g,0.0 mg,Nourishing
172045,"DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",Fast Foods,283.0,11.52,31.89,12.1,24.0 mg,2.4,41.9 g,,0.4 mg,Balanced
170940,"Babyfood, peas, dices, toddler",Baby Foods,64.0,3.9,10.3,0.8,0.0 mg,3.9,84.6 g,0.0 g,6.0 mg,Nourishing
171753,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,188.0,27.26,0.0,8.82,82.0 mg,0.0,63.7 g,0.0 g,0.0 mg,Balanced
173119,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",Beef Products,201.0,29.16,0.0,8.45,84.0 mg,0.0,61.99 g,0.0 g,0.0 mg,Balanced
170598,"Beef, variety meats and by-products, tongue, cooked, simmered",Beef Products,284.0,19.29,0.0,22.3,132.0 mg,0.0,57.87 g,0.0 g,1.3 mg,Indulgent
172102,"Burrito, beef and bean, microwaved","Meals, Entrees, and Side Dishes",298.0,8.73,38.95,11.94,9.0 mg,6.9,38.14 g,0.0 g,1.0 mg,Indulgent
172084,"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",Fast Foods,261.0,11.94,21.53,14.1,36.0 mg,1.4,50.54 g,0.0 g,0.3 mg,Balanced
170634,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,166.0,29.94,0.0,4.26,74.0 mg,0.0,64.83 g,0.0 g,0.0 mg,Balanced
174584,"Sausage, smoked link sausage, pork",Sausages and Luncheon Meats,309.0,11.98,0.94,28.23,61.0 mg,0.0,56.49 g,0.0 g,0.0 mg,Indulgent
174542,"Sauce, white, thin, prepared-from-recipe, with butter","Soups, Sauces, and Gravies",72.0,3.95,8.29,2.56,8.0 mg,0.1,84.02 g,0.0 g,0.0 mg,Balanced
169898,"Yogurt, fruit variety, nonfat",Dairy and Egg Products,95.0,4.4,19.0,0.2,2.0 mg,0.0,75.4 g,0.0 g,0.7 mg,Balanced
167607,"Moose, meat, raw (Alaska Native)",American Indian/Alaska Native Foods,103.0,22.3,0.0,1.5,54.0 mg,0.0,74.79 g,0.0 g,4.0 mg,Nourishing
168694,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Beef Products,195.0,20.56,0.0,11.92,62.0 mg,0.0,65.44 g,0.0 g,0.0 mg,Balanced
174268,Meat extender,Legumes and Legume Products,311.0,41.71,34.71,2.97,0.0 mg,17.5,7.48 g,,0.0 mg,Balanced
170544,"Taro, leaves, cooked, steamed, with salt",Vegetables and Vegetable Products,24.0,2.72,3.89,0.41,0.0 mg,2.0,92.15 g,,35.5 mg,Balanced
172346,"Margarine, regular, 80% fat, composite, stick, with salt",Fats and Oils,717.0,0.16,0.7,80.71,0.0 mg,0.0,16.52 g,0.0 g,0.2 mg,Indulgent
173164,"Alcoholic beverage, whiskey sour, prepared with water, whiskey and powder mix",Beverages,164.0,0.1,15.85,0.02,0.0 mg,0.0,69.15 g,14.6 g,0.4 mg,Indulgent
168892,"Wheat germ, crude",Cereal Grains and Pasta,360.0,23.15,51.8,9.72,0.0 mg,13.2,11.12 g,,0.0 mg,Indulgent
173666,"Lemonade, frozen concentrate, pink",Beverages,192.0,0.22,48.86,0.69,0.0 mg,0.3,50.09 g,0.0 g,14.1 mg,Indulgent
169641,Jams and preserves,Sweets,278.0,0.37,68.86,0.07,0.0 mg,1.1,30.47 g,0.0 g,8.8 mg,Indulgent
172178,"Cheese, camembert",Dairy and Egg Products,300.0,19.8,0.46,24.26,72.0 mg,0.0,51.8 g,0.0 g,0.0 mg,Indulgent
168442,"Potatoes, french fried, all types, salt added in processing, frozen, unprepared",Vegetables and Vegetable Products,147.0,2.24,24.81,4.66,0.0 mg,1.9,66.61 g,0.0 g,17.3 mg,Balanced
171416,"Salad dressing, french, home recipe",Fats and Oils,631.0,0.1,3.4,70.2,0.0 mg,0.0,24.2 g,,0.6 mg,Indulgent
171911,"Beverages, tea, green, ready to drink, unsweetened",Beverages,0.0,0.0,0.0,0.0,0.0 mg,0.0,99.88 g,0.0 g,0.0 mg,Indulgent
174987,"Croissants, butter",Baked Products,406.0,8.2,45.8,21.0,67.0 mg,2.6,23.2 g,0.0 g,0.2 mg,Indulgent
169611,"Puddings, rice, dry mix, prepared with 2% milk",Sweets,111.0,3.29,20.81,1.63,6.0 mg,0.1,73.43 g,0.0 g,0.7 mg,Balanced
168576,"Peppers, jalapeno, raw",Vegetables and Vegetable Products,29.0,0.91,6.5,0.37,0.0 mg,2.8,91.69 g,0.0 g,118.6 mg,Nourishing
175045,"Muffins, blueberry, toaster-type, toasted",Baked Products,333.0,4.9,56.7,10.1,5.0 mg,1.9,26.4 g,0.0 g,0.0 mg,Indulgent
167662,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",Restaurant Foods,256.0,11.72,22.39,13.25,32.0 mg,2.9,50.36 g,0.0 g,0.0 mg,Balanced
171577,"SMART SOUP, French Lentil","Soups, Sauces, and Gravies",53.0,2.9,9.5,1.06,0.0 mg,2.9,85.5 g,,0.0 mg,Nourishing
168728,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Beef Products,214.0,19.92,0.0,14.28,78.0 mg,0.0,64.87 g,0.0 g,0.0 mg,Balanced
168682,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",Beef Products,355.0,23.01,0.0,28.51,85.0 mg,0.0,47.73 g,0.0 g,0.0 mg,Indulgent
169425,"Nuts, pecans, oil roasted, with salt added",Nut and Seed Products,715.0,9.2,13.01,75.23,0.0 mg,9.5,1.13 g,,0.7 mg,Indulgent
168524,"Collards, frozen, chopped, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,36.0,2.97,7.1,0.41,0.0 mg,2.8,88.47 g,,26.4 mg,Nourishing
172327,"Shortening, household, lard and vegetable oil",Fats and Oils,900.0,0.0,0.0,100.0,56.0 mg,0.0,0.0 g,0.0 g,0.0 mg,Indulgent
168705,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,178.0,19.74,0.0,10.39,64.0 mg,0.0,66.86 g,0.0 g,0.0 mg,Balanced
172642,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, cooked, slow roasted","Lamb, Veal, and Game Products",208.0,23.41,0.03,12.68,79.0 mg,0.0,63.79 g,0.0 g,0.0 mg,Balanced
168986,"Chiton, leathery, gumboots (Alaska Native)",American Indian/Alaska Native Foods,83.0,17.1,0.0,1.6,,,78.6 g,,0.0 mg,Nourishing
172220,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D",Dairy and Egg Products,43.0,3.86,7.5,0.18,2.0 mg,0.0,87.43 g,0.0 g,1.1 mg,Balanced
167920,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",Pork Products,145.0,24.95,0.34,4.97,74.0 mg,0.0,66.98 g,0.0 g,0.0 mg,Balanced
168750,"Alcoholic beverage, pina colada, canned",Beverages,237.0,0.6,27.6,7.6,0.0 mg,0.1,54.9 g,9.0 g,1.5 mg,Indulgent
171507,"Chicken, cornish game hens, meat and skin, raw",Poultry Products,200.0,17.15,0.0,14.02,101.0 mg,0.0,68.18 g,0.0 g,0.5 mg,Balanced
174242,"Fish, seatrout, mixed species, cooked, dry heat",Finfish and Shellfish Products,133.0,21.46,0.0,4.63,106.0 mg,0.0,71.91 g,,0.0 mg,Balanced
169798,"Fish, blackfish, whole (Alaska Native)",American Indian/Alaska Native Foods,82.0,15.5,0.0,1.75,,,80.1 g,,,Nourishing
168230,"Pork, fresh, loin, whole, separable lean only, raw",Pork Products,143.0,21.43,0.0,5.66,59.0 mg,0.0,72.23 g,0.0 g,0.6 mg,Balanced
174380,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, raw","Lamb, Veal, and Game Products",244.0,17.19,0.0,18.94,70.0 mg,0.0,63.3 g,,0.0 mg,Indulgent
171304,"Yogurt, Greek, plain, whole milk",Dairy and Egg Products,97.0,9.0,3.98,5.0,13.0 mg,0.0,81.3 g,0.0 g,0.0 mg,Balanced
168570,"Peppers, hot chile, sun-dried",Vegetables and Vegetable Products,324.0,10.58,69.86,5.81,0.0 mg,28.7,7.15 g,0.0 g,31.4 mg,Indulgent
171899,"Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink",Beverages,49.0,0.28,11.96,0.0,0.0 mg,0.6,87.5 g,,27.2 mg,Indulgent
173602,"Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product",Fats and Oils,884.0,0.0,0.0,100.0,0.0 mg,0.0,0.04 g,0.0 g,0.0 mg,Indulgent
170241,"Puddings, banana, dry mix, regular, with added oil",Sweets,387.0,0.0,88.4,5.0,0.0 mg,0.3,4.1 g,,0.0 mg,Indulgent
171897,"Beverages, coffee, instant, with chicory",Beverages,355.0,9.3,78.9,0.2,0.0 mg,0.5,4.1 g,,0.0 mg,Indulgent
175201,"Beans, pinto, mature seeds, canned, solids and liquids",Legumes and Legume Products,82.0,4.6,15.18,0.56,0.0 mg,4.6,78.19 g,0.0 g,0.7 mg,Nourishing
169103,"Orange peel, raw",Fruits and Fruit Juices,97.0,1.5,25.0,0.2,0.0 mg,10.6,72.5 g,0.0 g,136.0 mg,Balanced
170230,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",Beef Products,188.0,26.79,0.0,8.21,78.0 mg,0.0,64.67 g,0.0 g,0.0 mg,Balanced
172418,"Quail, meat and skin, raw",Poultry Products,192.0,19.63,0.0,12.05,76.0 mg,0.0,69.65 g,0.0 g,6.1 mg,Balanced
171113,"Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised",Poultry Products,178.0,29.1,0.0,5.96,105.0 mg,,64.6 g,,2.3 mg,Balanced
175242,"Beans, kidney, red, mature seeds, cooked, boiled, with salt",Legumes and Legume Products,127.0,8.67,22.8,0.5,0.0 mg,7.4,66.94 g,,1.2 mg,Balanced
169237,"Jew's ear, (pepeao), raw",Vegetables and Vegetable Products,25.0,0.48,6.75,0.04,0.0 mg,,92.59 g,,0.6 mg,Balanced
170550,"Winged bean, immature seeds, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,37.0,5.31,3.21,0.66,0.0 mg,,90.11 g,,9.8 mg,Nourishing
174113,"Beverages, POWERADE, Zero, Mixed Berry",Beverages,0.0,0.0,0.14,0.0,0.0 mg,0.0,99.35 g,0.0 g,0.0 mg,Indulgent
174846,"Beverages, carbonated, ginger ale",Beverages,34.0,0.0,8.76,0.0,0.0 mg,0.0,91.23 g,0.0 g,0.0 mg,Indulgent
169856,"Restaurant, Mexican, cheese tamales",Restaurant Foods,216.0,8.99,17.97,11.99,30.0 mg,2.2,59.1 g,,,Balanced
168387,"Artichokes, (globe or french), frozen, unprepared",Vegetables and Vegetable Products,38.0,2.63,7.75,0.43,0.0 mg,3.9,88.59 g,,5.3 mg,Nourishing
169491,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,244.0,19.23,0.0,17.98,91.0 mg,0.0,62.33 g,0.0 g,0.0 mg,Indulgent
174882,"Veal, external fat only, raw","Lamb, Veal, and Game Products",503.0,8.85,0.89,51.6,86.0 mg,0.0,38.19 g,0.0 g,0.0 mg,Indulgent
169187,"Pork, Shoulder breast, boneless, separable lean and fat, raw",Pork Products,127.0,22.54,0.0,3.4,60.0 mg,0.0,74.37 g,0.0 g,0.0 mg,Nourishing
171440,"Oil, industrial, soy, fully hydrogenated",Fats and Oils,884.0,0.0,0.0,100.0,0.0 mg,0.0,0.0 g,0.0 g,0.0 mg,Indulgent
171837,"Cookies, animal, with frosting or icing",Baked Products,509.0,3.0,70.09,24.1,0.0 mg,0.9,2.0 g,0.0 g,0.0 mg,Indulgent
168098,"Cheese, monterey, low fat",Dairy and Egg Products,313.0,28.2,0.7,21.6,65.0 mg,0.0,46.0 g,0.0 g,0.0 mg,Indulgent
171743,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,124.0,23.49,0.0,3.34,62.0 mg,0.0,72.64 g,0.0 g,0.0 mg,Nourishing
173691,"Fish, salmon, sockeye, raw",Finfish and Shellfish Products,131.0,22.25,0.0,4.69,51.0 mg,0.0,72.54 g,0.0 g,0.0 mg,Balanced
169233,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",Vegetables and Vegetable Products,15.0,0.6,3.69,0.02,0.0 mg,1.2,95.32 g,0.0 g,8.5 mg,Indulgent
169570,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,158.0,20.57,0.0,8.45,69.0 mg,0.0,70.52 g,0.0 g,0.0 mg,Balanced
174433,"Veal, Australian, shank, fore, bone-in, separable lean and fat, raw","Lamb, Veal, and Game Products",145.0,19.58,0.0,7.42,65.0 mg,0.0,72.57 g,0.0 g,0.0 mg,Balanced
170713,"SUBWAY, roast beef sub on white bread with lettuce and tomato",Fast Foods,155.0,12.17,20.34,2.73,18.0 mg,0.7,63.08 g,,0.0 mg,Balanced
168843,"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",Sweets,405.0,0.19,90.78,4.37,0.0 mg,0.0,3.83 g,0.0 g,66.8 mg,Indulgent
174465,"Chicken, capons, giblets, raw",Poultry Products,130.0,18.28,1.42,5.18,292.0 mg,0.0,74.12 g,,18.4 mg,Balanced
169736,"Pasta, dry, enriched",Cereal Grains and Pasta,371.0,13.04,74.67,1.51,0.0 mg,3.2,9.9 g,0.0 g,0.0 mg,Indulgent
170195,"Beef, variety meats and by-products, thymus, cooked, braised",Beef Products,319.0,21.85,0.0,24.98,294.0 mg,0.0,52.83 g,,30.2 mg,Indulgent
172594,"Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",262.0,16.48,0.0,21.28,67.0 mg,,62.13 g,,,Indulgent
170892,"Nutritional supplement for people with diabetes, liquid",Dairy and Egg Products,88.0,4.4,11.88,3.08,2.0 mg,2.2,79.74 g,0.0 g,26.4 mg,Balanced
172279,"Babyfood, fruit, apricot with tapioca, strained",Baby Foods,60.0,0.3,16.3,0.0,0.0 mg,1.5,83.1 g,0.0 g,21.6 mg,Indulgent
168934,"Spaghetti, protein-fortified, cooked, enriched (n x 6.25)",Cereal Grains and Pasta,164.0,8.86,30.88,0.21,0.0 mg,2.0,59.73 g,,0.0 mg,Balanced
171026,"Oil, safflower, salad or cooking, linoleic, (over 70%)",Fats and Oils,884.0,0.0,0.0,100.0,0.0 mg,0.0,0.0 g,0.0 g,0.0 mg,Indulgent
174371,"Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised","Lamb, Veal, and Game Products",243.0,28.37,0.0,13.46,106.0 mg,0.0,56.8 g,,0.0 mg,Balanced
172336,"Oil, canola",Fats and Oils,884.0,0.0,0.0,100.0,0.0 mg,0.0,0.0 g,0.0 g,0.0 mg,Indulgent
171722,"Cranberries, raw",Fruits and Fruit Juices,46.0,0.46,11.97,0.13,0.0 mg,3.6,87.32 g,0.0 g,14.0 mg,Nourishing
